date,magasin,categorie,produit,quantite,prix_unitaire,cout_unitaire,paiement,ca_ttc,marge
2025-08-16,Toulouse,Papeterie,Marque-page,1,13.04,6.91,CB,13.04,6.13
2025-08-16,Auch,Décoration,Coussin lin,2,25.43,10.82,CB,50.86,29.22
2025-08-16,Auch,Décoration,Bougie parfumée,3,31.86,12.9,Sans contact,95.58,56.88
2025-08-16,Auch,Papeterie,Stickers,1,6.1,3.0,CB,6.1,3.1
2025-08-16,Auch,Cuisine,Planche à découper,1,21.18,10.85,Sans contact,21.18,10.33
2025-08-16,Auch,Décoration,Miroir rond,1,25.51,11.98,Sans contact,25.51,13.53
2025-08-16,Auch,Cadeaux,Mini plante,1,16.89,7.09,Espèces,16.89,9.8
2025-08-16,Auch,Papeterie,Stickers,1,6.6,3.29,Sans contact,6.6,3.31
2025-08-16,Auch,Décoration,Coussin lin,1,26.68,11.39,Sans contact,26.68,15.29
2025-08-16,Auch,Textile,Rideau lin,1,42.94,21.35,CB,42.94,21.59
2025-08-16,Auch,Textile,Rideau lin,1,44.5,22.05,Sans contact,44.5,22.45
2025-08-16,Auch,Textile,Nappe coton,1,36.83,17.47,Sans contact,36.83,19.36
2025-08-16,Auch,Papeterie,Stylo plume,1,9.77,4.81,CB,9.77,4.96
2025-08-16,Auch,Décoration,Coussin lin,1,22.29,9.28,CB,22.29,13.01
2025-08-16,Auch,Décoration,Coussin lin,1,29.7,13.59,CB,29.7,16.11
2025-08-16,Auch,Textile,Tapis tissé,1,37.12,17.36,CB,37.12,19.76
2025-08-16,Montauban,Papeterie,Carte postale,2,11.11,6.11,Sans contact,22.22,10.0
2025-08-16,Montauban,Papeterie,Stickers,1,10.23,5.1,Espèces,10.23,5.13
2025-08-16,Montauban,Cadeaux,Carnet cuir,1,17.09,6.33,Espèces,17.09,10.76
2025-08-16,Montauban,Cadeaux,Bougie voyage,1,24.69,9.67,CB,24.69,15.02
2025-08-16,Montauban,Décoration,Bougie parfumée,1,28.41,12.58,CB,28.41,15.83
2025-08-16,Montauban,Décoration,Bougie parfumée,3,20.6,8.99,CB,61.8,34.83
2025-08-16,Montauban,Cadeaux,Savon artisanal,1,19.35,7.62,Sans contact,19.35,11.73
2025-08-16,Montauban,Décoration,Bougie parfumée,1,31.77,12.38,Sans contact,31.77,19.39
2025-08-16,Montauban,Cadeaux,Mini plante,1,21.63,8.83,CB,21.63,12.8
2025-08-16,Montauban,Décoration,Bougie parfumée,1,41.05,17.52,Espèces,41.05,23.53
2025-08-16,Montauban,Cadeaux,Carnet cuir,1,20.19,7.73,Espèces,20.19,12.46
2025-08-16,Montauban,Cadeaux,Coffret thé,1,13.38,4.88,CB,13.38,8.5
2025-08-16,Montauban,Papeterie,Stickers,1,10.16,4.99,CB,10.16,5.17
2025-08-16,Montauban,Textile,Plaid laine,1,38.79,17.9,Espèces,38.79,20.89
2025-08-16,Montauban,Décoration,Miroir rond,1,42.68,19.22,CB,42.68,23.46
2025-08-16,Montauban,Textile,Tapis tissé,1,51.99,24.99,Sans contact,51.99,27.0
2025-08-16,Montauban,Cadeaux,Bougie voyage,1,16.29,6.72,CB,16.29,9.57
2025-08-17,Toulouse,Décoration,Cadre photo,1,47.87,21.51,CB,47.87,26.36
2025-08-17,Toulouse,Cadeaux,Carnet cuir,1,19.26,7.83,Sans contact,19.26,11.43
2025-08-17,Toulouse,Décoration,Vase céramique,1,37.88,16.55,Espèces,37.88,21.33
2025-08-17,Toulouse,Décoration,Cadre photo,1,42.64,19.81,Sans contact,42.64,22.83
2025-08-17,Toulouse,Décoration,Cadre photo,1,38.92,16.49,CB,38.92,22.43
2025-08-17,Toulouse,Textile,Plaid laine,1,35.67,15.86,Sans contact,35.67,19.81
2025-08-17,Toulouse,Papeterie,Stylo plume,1,9.11,4.62,CB,9.11,4.49
2025-08-17,Toulouse,Cuisine,Bol émaillé,3,26.48,12.86,CB,79.44,40.86
2025-08-17,Toulouse,Cadeaux,Coffret thé,2,18.39,7.09,CB,36.78,22.6
2025-08-17,Toulouse,Cuisine,Bol émaillé,1,24.59,14.05,CB,24.59,10.54
2025-08-17,Toulouse,Cuisine,Mug grès,1,22.69,11.6,CB,22.69,11.09
2025-08-17,Toulouse,Décoration,Bougie parfumée,1,41.01,19.13,Espèces,41.01,21.88
2025-08-17,Toulouse,Décoration,Coussin lin,3,28.39,12.1,Espèces,85.17,48.87
2025-08-17,Toulouse,Décoration,Vase céramique,1,34.61,14.67,CB,34.61,19.94
2025-08-17,Toulouse,Cuisine,Bol émaillé,1,28.51,14.52,Sans contact,28.51,13.99
2025-08-17,Toulouse,Cuisine,Théière fonte,1,19.58,9.59,Espèces,19.58,9.99
2025-08-17,Toulouse,Textile,Nappe coton,2,56.2,26.88,CB,112.4,58.64
2025-08-17,Toulouse,Décoration,Bougie parfumée,1,35.64,16.07,Sans contact,35.64,19.57
2025-08-17,Toulouse,Cuisine,Bol émaillé,2,33.8,16.02,CB,67.6,35.56
2025-08-17,Toulouse,Papeterie,Carnet A5,1,11.47,5.73,Sans contact,11.47,5.74
2025-08-17,Auch,Textile,Rideau lin,2,45.46,22.78,Sans contact,90.92,45.36
2025-08-17,Auch,Textile,Nappe coton,1,33.81,17.03,CB,33.81,16.78
2025-08-17,Auch,Décoration,Bougie parfumée,1,26.28,11.91,CB,26.28,14.37
2025-08-17,Auch,Cadeaux,Carnet cuir,1,16.58,6.37,Espèces,16.58,10.21
2025-08-17,Auch,Décoration,Coussin lin,1,26.78,11.9,CB,26.78,14.88
2025-08-17,Auch,Papeterie,Stylo plume,1,8.11,4.23,CB,8.11,3.88
2025-08-17,Auch,Cuisine,Set torchons,1,18.42,9.04,Sans contact,18.42,9.38
2025-08-17,Auch,Décoration,Vase céramique,1,36.2,15.15,CB,36.2,21.05
2025-08-17,Auch,Décoration,Miroir rond,2,30.29,13.88,Sans contact,60.58,32.82
2025-08-17,Auch,Cuisine,Théière fonte,1,15.49,7.67,Sans contact,15.49,7.82
2025-08-17,Auch,Décoration,Miroir rond,1,26.93,12.59,Espèces,26.93,14.34
2025-08-17,Montauban,Papeterie,Stickers,1,7.88,3.96,CB,7.88,3.92
2025-08-17,Montauban,Décoration,Vase céramique,1,28.0,12.28,Sans contact,28.0,15.72
2025-08-17,Montauban,Textile,Tapis tissé,1,36.18,17.25,Sans contact,36.18,18.93
2025-08-17,Montauban,Cuisine,Mug grès,1,18.87,9.58,Sans contact,18.87,9.29
2025-08-17,Montauban,Cadeaux,Coffret thé,1,20.6,8.05,CB,20.6,12.55
2025-08-17,Montauban,Décoration,Vase céramique,1,33.62,14.78,Sans contact,33.62,18.84
2025-08-17,Montauban,Textile,Nappe coton,1,49.13,21.98,CB,49.13,27.15
2025-08-17,Montauban,Textile,Plaid laine,1,43.71,23.82,Espèces,43.71,19.89
2025-08-17,Montauban,Textile,Plaid laine,1,43.99,19.59,CB,43.99,24.4
2025-08-17,Montauban,Papeterie,Carnet A5,3,7.62,3.65,CB,22.86,11.91
2025-08-17,Montauban,Textile,Plaid laine,1,38.84,20.29,Sans contact,38.84,18.55
2025-08-17,Montauban,Cadeaux,Savon artisanal,1,21.63,8.99,CB,21.63,12.64
2025-08-17,Montauban,Décoration,Coussin lin,2,39.92,17.55,CB,79.84,44.74
2025-08-17,Montauban,Papeterie,Marque-page,1,9.35,4.94,Espèces,9.35,4.41
2025-08-17,Montauban,Textile,Plaid laine,1,38.67,20.23,Espèces,38.67,18.44
2025-08-17,Montauban,Décoration,Miroir rond,2,29.11,13.25,Sans contact,58.22,31.72
2025-08-18,Toulouse,Décoration,Coussin lin,1,37.94,17.72,CB,37.94,20.22
2025-08-18,Toulouse,Cuisine,Planche à découper,1,22.32,11.85,Espèces,22.32,10.47
2025-08-18,Toulouse,Cuisine,Set torchons,1,20.84,11.48,Espèces,20.84,9.36
2025-08-18,Toulouse,Décoration,Miroir rond,1,30.65,12.68,Espèces,30.65,17.97
2025-08-18,Toulouse,Cuisine,Planche à découper,1,30.39,15.87,CB,30.39,14.52
2025-08-18,Toulouse,Textile,Nappe coton,1,38.29,20.3,Sans contact,38.29,17.99
2025-08-18,Toulouse,Décoration,Miroir rond,1,44.18,18.46,Espèces,44.18,25.72
2025-08-18,Toulouse,Décoration,Coussin lin,1,33.38,15.05,Espèces,33.38,18.33
2025-08-18,Toulouse,Papeterie,Carte postale,2,9.63,4.96,CB,19.26,9.34
2025-08-18,Toulouse,Cuisine,Planche à découper,1,25.34,12.62,CB,25.34,12.72
2025-08-18,Toulouse,Décoration,Coussin lin,1,39.91,17.96,Sans contact,39.91,21.95
2025-08-18,Toulouse,Cuisine,Planche à découper,1,23.89,12.62,Sans contact,23.89,11.27
2025-08-18,Toulouse,Textile,Nappe coton,1,32.44,16.97,CB,32.44,15.47
2025-08-18,Toulouse,Décoration,Miroir rond,1,34.53,15.61,CB,34.53,18.92
2025-08-18,Toulouse,Cuisine,Mug grès,1,23.34,12.68,Sans contact,23.34,10.66
2025-08-18,Toulouse,Cuisine,Set torchons,1,24.05,13.04,Sans contact,24.05,11.01
2025-08-18,Toulouse,Décoration,Bougie parfumée,1,29.06,12.98,CB,29.06,16.08
2025-08-18,Toulouse,Cadeaux,Bougie voyage,1,18.92,7.89,Espèces,18.92,11.03
2025-08-18,Toulouse,Textile,Plaid laine,1,47.59,22.39,CB,47.59,25.2
2025-08-18,Toulouse,Décoration,Bougie parfumée,1,39.92,18.0,Espèces,39.92,21.92
2025-08-18,Toulouse,Décoration,Coussin lin,1,54.22,23.6,Sans contact,54.22,30.62
2025-08-18,Toulouse,Cadeaux,Savon artisanal,1,18.18,7.31,Espèces,18.18,10.87
2025-08-18,Toulouse,Cuisine,Planche à découper,1,30.48,16.6,CB,30.48,13.88
2025-08-18,Auch,Papeterie,Carte postale,2,8.96,4.61,CB,17.92,8.7
2025-08-18,Auch,Décoration,Bougie parfumée,2,26.87,11.62,Sans contact,53.74,30.5
2025-08-18,Auch,Cadeaux,Bougie voyage,1,13.94,5.24,CB,13.94,8.7
2025-08-18,Auch,Cadeaux,Bougie voyage,2,17.24,7.45,CB,34.48,19.58
2025-08-18,Auch,Papeterie,Stickers,1,9.35,4.63,CB,9.35,4.72
2025-08-18,Auch,Cadeaux,Bougie voyage,1,13.95,5.2,CB,13.95,8.75
2025-08-18,Auch,Cadeaux,Bougie voyage,1,16.74,6.47,Sans contact,16.74,10.27
2025-08-18,Auch,Décoration,Miroir rond,1,26.47,11.32,CB,26.47,15.15
2025-08-18,Auch,Textile,Serviettes (x4),1,38.47,18.74,Sans contact,38.47,19.73
2025-08-18,Montauban,Textile,Plaid laine,1,44.96,24.29,CB,44.96,20.67
2025-08-18,Montauban,Cadeaux,Carnet cuir,1,14.65,5.54,CB,14.65,9.11
2025-08-18,Montauban,Décoration,Bougie parfumée,1,31.82,14.72,Espèces,31.82,17.1
2025-08-18,Montauban,Textile,Rideau lin,3,46.68,21.67,CB,140.04,75.03
2025-08-18,Montauban,Papeterie,Marque-page,1,6.7,3.59,Espèces,6.7,3.11
2025-08-18,Montauban,Décoration,Vase céramique,1,29.68,14.09,CB,29.68,15.59
2025-08-18,Montauban,Décoration,Cadre photo,1,29.01,12.99,CB,29.01,16.02
2025-08-18,Montauban,Décoration,Miroir rond,1,30.36,12.4,CB,30.36,17.96
2025-08-18,Montauban,Cadeaux,Coffret thé,2,15.59,5.85,CB,31.18,19.48
2025-08-18,Montauban,Cuisine,Théière fonte,1,23.23,14.51,Sans contact,23.23,8.72
2025-08-18,Montauban,Papeterie,Carnet A5,2,10.82,5.51,CB,21.64,10.62
2025-08-18,Montauban,Cuisine,Bol émaillé,1,31.38,17.36,Espèces,31.38,14.02
2025-08-18,Montauban,Cuisine,Planche à découper,1,26.1,14.23,Sans contact,26.1,11.87
2025-08-19,Toulouse,Cuisine,Set torchons,1,22.64,11.41,CB,22.64,11.23
2025-08-19,Toulouse,Papeterie,Stickers,1,9.78,4.61,Sans contact,9.78,5.17
2025-08-19,Toulouse,Cuisine,Théière fonte,1,25.13,12.87,Espèces,25.13,12.26
2025-08-19,Toulouse,Textile,Serviettes (x4),2,36.78,16.48,Sans contact,73.56,40.6
2025-08-19,Toulouse,Décoration,Bougie parfumée,1,39.99,19.64,Sans contact,39.99,20.35
2025-08-19,Toulouse,Décoration,Coussin lin,1,30.42,14.11,CB,30.42,16.31
2025-08-19,Toulouse,Cadeaux,Bougie voyage,1,18.03,7.83,CB,18.03,10.2
2025-08-19,Toulouse,Textile,Serviettes (x4),2,44.05,22.4,CB,88.1,43.3
2025-08-19,Toulouse,Papeterie,Carte postale,1,10.55,5.38,Sans contact,10.55,5.17
2025-08-19,Toulouse,Papeterie,Stickers,1,12.9,6.37,CB,12.9,6.53
2025-08-19,Toulouse,Textile,Serviettes (x4),1,48.02,22.73,CB,48.02,25.29
2025-08-19,Toulouse,Cuisine,Théière fonte,2,21.5,10.93,CB,43.0,21.14
2025-08-19,Toulouse,Papeterie,Marque-page,1,13.83,6.78,Sans contact,13.83,7.05
2025-08-19,Toulouse,Cuisine,Planche à découper,1,19.76,9.33,Sans contact,19.76,10.43
2025-08-19,Toulouse,Textile,Plaid laine,1,52.38,24.13,Espèces,52.38,28.25
2025-08-19,Auch,Décoration,Miroir rond,1,32.12,13.02,CB,32.12,19.1
2025-08-19,Auch,Textile,Plaid laine,2,38.03,18.04,Sans contact,76.06,39.98
2025-08-19,Auch,Cuisine,Mug grès,1,18.65,10.21,CB,18.65,8.44
2025-08-19,Auch,Cuisine,Bol émaillé,1,28.1,14.72,Espèces,28.1,13.38
2025-08-19,Auch,Décoration,Coussin lin,1,24.05,9.31,CB,24.05,14.74
2025-08-19,Auch,Textile,Rideau lin,2,31.13,14.81,CB,62.26,32.64
2025-08-19,Auch,Textile,Nappe coton,1,30.67,14.83,Sans contact,30.67,15.84
2025-08-19,Montauban,Décoration,Vase céramique,1,39.27,17.86,CB,39.27,21.41
2025-08-19,Montauban,Cuisine,Théière fonte,1,17.82,8.82,Espèces,17.82,9.0
2025-08-19,Montauban,Décoration,Bougie parfumée,1,30.98,14.08,CB,30.98,16.9
2025-08-19,Montauban,Cuisine,Théière fonte,2,26.01,13.24,CB,52.02,25.54
2025-08-19,Montauban,Textile,Serviettes (x4),1,46.62,22.54,CB,46.62,24.08
2025-08-19,Montauban,Décoration,Miroir rond,1,29.47,13.32,CB,29.47,16.15
2025-08-19,Montauban,Décoration,Bougie parfumée,1,36.44,16.62,CB,36.44,19.82
2025-08-19,Montauban,Papeterie,Stickers,1,8.13,4.08,CB,8.13,4.05
2025-08-19,Montauban,Textile,Rideau lin,1,37.49,17.16,Sans contact,37.49,20.33
2025-08-19,Montauban,Décoration,Bougie parfumée,2,31.59,14.6,Sans contact,63.18,33.98
2025-08-19,Montauban,Cadeaux,Bougie voyage,1,13.32,5.0,Sans contact,13.32,8.32
2025-08-20,Toulouse,Cuisine,Bol émaillé,1,23.95,13.45,Sans contact,23.95,10.5
2025-08-20,Toulouse,Décoration,Vase céramique,1,45.99,19.75,CB,45.99,26.24
2025-08-20,Toulouse,Cadeaux,Bougie voyage,3,18.62,7.59,Sans contact,55.86,33.09
2025-08-20,Toulouse,Décoration,Coussin lin,1,48.45,21.97,Espèces,48.45,26.48
2025-08-20,Toulouse,Cuisine,Set torchons,1,34.61,17.83,Espèces,34.61,16.78
2025-08-20,Toulouse,Décoration,Vase céramique,2,38.35,17.57,Espèces,76.7,41.56
2025-08-20,Toulouse,Papeterie,Stickers,2,9.42,4.66,Espèces,18.84,9.52
2025-08-20,Toulouse,Décoration,Coussin lin,1,51.18,21.74,Espèces,51.18,29.44
2025-08-20,Toulouse,Cadeaux,Carnet cuir,2,20.21,7.83,Espèces,40.42,24.76
2025-08-20,Toulouse,Textile,Plaid laine,1,44.01,20.93,Sans contact,44.01,23.08
2025-08-20,Toulouse,Décoration,Bougie parfumée,2,31.02,14.97,CB,62.04,32.1
2025-08-20,Toulouse,Textile,Serviettes (x4),3,55.59,26.75,Sans contact,166.77,86.52
2025-08-20,Toulouse,Cadeaux,Carnet cuir,2,22.25,9.0,Sans contact,44.5,26.5
2025-08-20,Toulouse,Cadeaux,Savon artisanal,2,23.8,10.24,CB,47.6,27.12
2025-08-20,Toulouse,Cadeaux,Carnet cuir,1,25.48,10.04,CB,25.48,15.44
2025-08-20,Toulouse,Décoration,Miroir rond,2,32.42,14.33,CB,64.84,36.18
2025-08-20,Toulouse,Cadeaux,Mini plante,1,11.99,4.62,Espèces,11.99,7.37
2025-08-20,Toulouse,Cadeaux,Carnet cuir,1,21.25,8.21,Espèces,21.25,13.04
2025-08-20,Toulouse,Cadeaux,Carnet cuir,1,18.98,7.53,CB,18.98,11.45
2025-08-20,Auch,Cuisine,Set torchons,2,20.85,11.57,Espèces,41.7,18.56
2025-08-20,Auch,Papeterie,Marque-page,2,7.74,3.59,Sans contact,15.48,8.3
2025-08-20,Auch,Papeterie,Carte postale,1,6.34,3.13,Sans contact,6.34,3.21
2025-08-20,Auch,Papeterie,Carnet A5,1,6.38,3.39,CB,6.38,2.99
2025-08-20,Auch,Décoration,Coussin lin,1,27.42,13.29,CB,27.42,14.13
2025-08-20,Auch,Cadeaux,Mini plante,1,10.94,4.34,Sans contact,10.94,6.6
2025-08-20,Montauban,Décoration,Vase céramique,1,41.88,18.29,Sans contact,41.88,23.59
2025-08-20,Montauban,Textile,Serviettes (x4),1,38.43,20.64,CB,38.43,17.79
2025-08-20,Montauban,Décoration,Bougie parfumée,1,36.36,15.64,Sans contact,36.36,20.72
2025-08-20,Montauban,Textile,Serviettes (x4),1,41.5,18.59,Sans contact,41.5,22.91
2025-08-20,Montauban,Cuisine,Mug grès,1,24.55,12.28,Sans contact,24.55,12.27
2025-08-21,Toulouse,Cuisine,Bol émaillé,1,25.93,14.08,CB,25.93,11.85
2025-08-21,Toulouse,Cadeaux,Coffret thé,1,21.37,8.22,Espèces,21.37,13.15
2025-08-21,Toulouse,Décoration,Bougie parfumée,1,41.73,17.67,CB,41.73,24.06
2025-08-21,Toulouse,Textile,Rideau lin,1,44.46,19.91,Espèces,44.46,24.55
2025-08-21,Toulouse,Textile,Serviettes (x4),2,42.33,20.63,CB,84.66,43.4
2025-08-21,Toulouse,Textile,Serviettes (x4),1,50.55,22.52,Espèces,50.55,28.03
2025-08-21,Toulouse,Textile,Tapis tissé,2,47.59,22.08,CB,95.18,51.02
2025-08-21,Toulouse,Cuisine,Mug grès,1,26.1,13.46,CB,26.1,12.64
2025-08-21,Toulouse,Textile,Nappe coton,1,34.72,16.92,CB,34.72,17.8
2025-08-21,Toulouse,Cuisine,Mug grès,1,27.09,12.99,Espèces,27.09,14.1
2025-08-21,Toulouse,Cuisine,Bol émaillé,1,38.87,21.78,CB,38.87,17.09
2025-08-21,Toulouse,Décoration,Coussin lin,2,44.42,19.98,CB,88.84,48.88
2025-08-21,Toulouse,Textile,Tapis tissé,1,40.11,18.33,Sans contact,40.11,21.78
2025-08-21,Toulouse,Textile,Plaid laine,1,47.74,22.9,CB,47.74,24.84
2025-08-21,Toulouse,Cuisine,Set torchons,1,27.03,13.62,CB,27.03,13.41
2025-08-21,Toulouse,Décoration,Cadre photo,1,50.24,22.19,Espèces,50.24,28.05
2025-08-21,Auch,Cuisine,Set torchons,2,17.49,9.11,Sans contact,34.98,16.76
2025-08-21,Auch,Décoration,Vase céramique,1,31.58,14.18,Espèces,31.58,17.4
2025-08-21,Auch,Décoration,Cadre photo,1,32.25,14.04,Sans contact,32.25,18.21
2025-08-21,Auch,Décoration,Bougie parfumée,1,30.54,14.71,CB,30.54,15.83
2025-08-21,Auch,Cadeaux,Mini plante,1,18.88,7.83,Sans contact,18.88,11.05
2025-08-21,Montauban,Cuisine,Planche à découper,1,21.21,10.51,Sans contact,21.21,10.7
2025-08-21,Montauban,Décoration,Bougie parfumée,3,32.3,14.61,Espèces,96.9,53.07
2025-08-21,Montauban,Textile,Rideau lin,1,33.62,16.23,Espèces,33.62,17.39
2025-08-21,Montauban,Papeterie,Stylo plume,1,8.63,4.43,CB,8.63,4.2
2025-08-21,Montauban,Cadeaux,Bougie voyage,2,25.29,9.79,Espèces,50.58,31.0
2025-08-21,Montauban,Textile,Tapis tissé,1,35.36,16.61,Sans contact,35.36,18.75
2025-08-21,Montauban,Cuisine,Planche à découper,1,30.01,16.2,CB,30.01,13.81
2025-08-21,Montauban,Décoration,Bougie parfumée,1,29.47,13.32,CB,29.47,16.15
2025-08-21,Montauban,Papeterie,Marque-page,1,8.54,4.47,CB,8.54,4.07
2025-08-21,Montauban,Décoration,Vase céramique,1,27.07,11.49,Sans contact,27.07,15.58
2025-08-21,Montauban,Cadeaux,Bougie voyage,1,16.28,6.12,Sans contact,16.28,10.16
2025-08-21,Montauban,Textile,Tapis tissé,1,39.39,20.06,CB,39.39,19.33
2025-08-22,Toulouse,Cuisine,Planche à découper,1,34.6,17.77,Sans contact,34.6,16.83
2025-08-22,Toulouse,Cuisine,Set torchons,2,28.46,15.23,CB,56.92,26.46
2025-08-22,Toulouse,Papeterie,Marque-page,1,11.03,5.17,CB,11.03,5.86
2025-08-22,Toulouse,Cadeaux,Mini plante,2,11.61,4.7,Sans contact,23.22,13.82
2025-08-22,Toulouse,Cadeaux,Carnet cuir,2,22.17,8.94,CB,44.34,26.46
2025-08-22,Toulouse,Textile,Nappe coton,1,55.97,25.43,CB,55.97,30.54
2025-08-22,Toulouse,Papeterie,Carnet A5,1,9.07,4.14,CB,9.07,4.93
2025-08-22,Toulouse,Décoration,Cadre photo,1,39.83,17.99,CB,39.83,21.84
2025-08-22,Toulouse,Décoration,Cadre photo,1,33.81,14.23,Sans contact,33.81,19.58
2025-08-22,Toulouse,Décoration,Bougie parfumée,1,25.73,11.39,CB,25.73,14.34
2025-08-22,Toulouse,Décoration,Coussin lin,1,52.08,22.35,CB,52.08,29.73
2025-08-22,Toulouse,Cuisine,Set torchons,1,24.56,12.92,CB,24.56,11.64
2025-08-22,Toulouse,Textile,Serviettes (x4),1,38.54,19.18,CB,38.54,19.36
2025-08-22,Toulouse,Textile,Rideau lin,2,60.57,29.19,Sans contact,121.14,62.76
2025-08-22,Toulouse,Textile,Tapis tissé,1,54.59,26.32,CB,54.59,28.27
2025-08-22,Toulouse,Cadeaux,Mini plante,1,21.69,8.14,Sans contact,21.69,13.55
2025-08-22,Toulouse,Cuisine,Bol émaillé,1,21.17,11.45,CB,21.17,9.72
2025-08-22,Toulouse,Textile,Tapis tissé,2,43.23,18.08,Espèces,86.46,50.3
2025-08-22,Auch,Textile,Rideau lin,2,35.52,17.7,Sans contact,71.04,35.64
2025-08-22,Auch,Décoration,Cadre photo,2,35.23,15.85,CB,70.46,38.76
2025-08-22,Auch,Cuisine,Set torchons,1,23.06,11.23,Sans contact,23.06,11.83
2025-08-22,Auch,Décoration,Bougie parfumée,1,33.92,14.96,CB,33.92,18.96
2025-08-22,Auch,Décoration,Miroir rond,1,28.46,12.76,Sans contact,28.46,15.7
2025-08-22,Auch,Cuisine,Set torchons,2,18.8,9.38,CB,37.6,18.84
2025-08-22,Auch,Textile,Plaid laine,1,36.71,17.14,Espèces,36.71,19.57
2025-08-22,Auch,Cuisine,Planche à découper,1,19.42,10.17,CB,19.42,9.25
2025-08-22,Montauban,Cuisine,Planche à découper,2,14.42,7.1,Espèces,28.84,14.64
2025-08-22,Montauban,Textile,Serviettes (x4),1,37.92,18.54,CB,37.92,19.38
2025-08-22,Montauban,Cadeaux,Bougie voyage,1,17.73,7.06,CB,17.73,10.67
2025-08-22,Montauban,Textile,Serviettes (x4),1,30.46,14.2,Espèces,30.46,16.26
2025-08-22,Montauban,Cadeaux,Savon artisanal,1,16.8,6.96,CB,16.8,9.84
2025-08-22,Montauban,Cuisine,Théière fonte,2,24.33,12.83,Espèces,48.66,23.0
2025-08-22,Montauban,Décoration,Coussin lin,1,28.36,11.93,Espèces,28.36,16.43
2025-08-22,Montauban,Textile,Serviettes (x4),2,45.53,22.83,CB,91.06,45.4
2025-08-22,Montauban,Cuisine,Set torchons,1,27.18,13.3,CB,27.18,13.88
2025-08-22,Montauban,Cuisine,Set torchons,2,22.23,11.6,Sans contact,44.46,21.26
2025-08-22,Montauban,Décoration,Miroir rond,2,24.19,11.0,CB,48.38,26.38
2025-08-22,Montauban,Cuisine,Set torchons,1,29.45,14.8,Sans contact,29.45,14.65
2025-08-22,Montauban,Cadeaux,Savon artisanal,1,12.35,4.51,Espèces,12.35,7.84
2025-08-23,Toulouse,Cuisine,Set torchons,1,36.43,19.43,CB,36.43,17.0
2025-08-23,Toulouse,Cuisine,Set torchons,1,23.75,12.38,CB,23.75,11.37
2025-08-23,Toulouse,Cuisine,Théière fonte,1,31.25,15.86,Espèces,31.25,15.39
2025-08-23,Toulouse,Cadeaux,Mini plante,1,21.14,7.54,Espèces,21.14,13.6
2025-08-23,Toulouse,Papeterie,Stylo plume,2,9.71,4.92,CB,19.42,9.58
2025-08-23,Toulouse,Cadeaux,Savon artisanal,1,20.92,8.11,CB,20.92,12.81
2025-08-23,Toulouse,Cuisine,Planche à découper,1,16.65,9.4,CB,16.65,7.25
2025-08-23,Toulouse,Textile,Nappe coton,1,42.04,20.85,CB,42.04,21.19
2025-08-23,Toulouse,Cuisine,Théière fonte,1,27.42,13.88,CB,27.42,13.54
2025-08-23,Toulouse,Textile,Tapis tissé,1,51.56,22.45,CB,51.56,29.11
2025-08-23,Toulouse,Cadeaux,Carnet cuir,1,20.69,8.59,CB,20.69,12.1
2025-08-23,Toulouse,Papeterie,Marque-page,1,9.97,5.06,Sans contact,9.97,4.91
2025-08-23,Toulouse,Papeterie,Carte postale,2,7.16,3.22,CB,14.32,7.88
2025-08-23,Toulouse,Cadeaux,Mini plante,2,23.93,9.95,CB,47.86,27.96
2025-08-23,Toulouse,Cuisine,Set torchons,1,25.67,14.07,CB,25.67,11.6
2025-08-23,Toulouse,Décoration,Coussin lin,1,31.15,14.79,Espèces,31.15,16.36
2025-08-23,Toulouse,Cuisine,Bol émaillé,2,37.0,20.56,Espèces,74.0,32.88
2025-08-23,Auch,Papeterie,Stylo plume,2,8.19,3.67,CB,16.38,9.04
2025-08-23,Auch,Papeterie,Marque-page,1,5.55,2.87,Sans contact,5.55,2.68
2025-08-23,Auch,Décoration,Bougie parfumée,1,23.11,10.34,CB,23.11,12.77
2025-08-23,Auch,Textile,Plaid laine,1,34.34,15.85,Espèces,34.34,18.49
2025-08-23,Auch,Cadeaux,Bougie voyage,2,11.1,4.68,Sans contact,22.2,12.84
2025-08-23,Auch,Cuisine,Mug grès,1,12.16,6.18,Sans contact,12.16,5.98
2025-08-23,Auch,Textile,Serviettes (x4),1,35.56,18.99,CB,35.56,16.57
2025-08-23,Auch,Cadeaux,Savon artisanal,2,18.75,8.03,Sans contact,37.5,21.44
2025-08-23,Auch,Papeterie,Carte postale,1,8.87,4.44,CB,8.87,4.43
2025-08-23,Auch,Cuisine,Mug grès,1,30.16,15.54,CB,30.16,14.62
2025-08-23,Auch,Cadeaux,Carnet cuir,1,17.03,7.06,Sans contact,17.03,9.97
2025-08-23,Montauban,Cuisine,Mug grès,2,25.12,13.76,CB,50.24,22.72
2025-08-23,Montauban,Cuisine,Théière fonte,1,26.55,14.31,Sans contact,26.55,12.24
2025-08-23,Montauban,Cuisine,Set torchons,1,27.47,14.97,Espèces,27.47,12.5
2025-08-23,Montauban,Cuisine,Bol émaillé,2,29.51,16.61,Espèces,59.02,25.8
2025-08-23,Montauban,Décoration,Vase céramique,1,29.38,12.59,Espèces,29.38,16.79
2025-08-23,Montauban,Décoration,Cadre photo,1,20.41,10.4,CB,20.41,10.01
2025-08-23,Montauban,Papeterie,Carnet A5,1,9.7,4.82,CB,9.7,4.88
